special_ability_phases_tables
35
duration	effect_type	id	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	heal_amount	damage_chance	damage_amount	max_damaged_entites	heal_amount_duplicate	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group
-1	positive	wh2_dlc09_character_passive_unyielding_will		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
-1	positive	wh2_dlc09_character_passive_wrath_of_the_creator		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
7	positive	wh2_dlc09_faction_passive_realm_of_souls_tier_1		False	False	False	0	0	0	0.5	8	0	0	-1	8	True	0	0	False	0		wh2_dlc09_abilities_realm_of_souls_tier_1	wh2_dlc09_ability_tmb_positive	-1	False	True	False	0	
14	positive	wh2_dlc09_faction_passive_realm_of_souls_tier_2		False	False	False	0	0	0	0.5	8	0	0	-1	8	True	0	0	False	0		wh2_dlc09_abilities_realm_of_souls_tier_2	wh2_dlc09_ability_tmb_positive	-1	False	True	False	0	
21	positive	wh2_dlc09_faction_passive_realm_of_souls_tier_3		False	False	False	0	0	0	0.5	8	0	0	-1	8	True	0	0	False	0		wh2_dlc09_abilities_realm_of_souls_tier_3	wh2_dlc09_ability_tmb_positive	-1	False	True	False	0	
22	negative	wh2_dlc09_item_abilities_amulet_of_phastah		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh_ability_negative	-1	False	True	True	0	
44	positive	wh2_dlc09_item_abilities_cloak_of_the_dunes		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh_ability_positive	-1	False	True	True	0	
36	positive	wh2_dlc09_item_abilities_elixir_of_might		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True	0	
24	positive	wh2_dlc09_item_abilities_enkhils_kanopi		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_magic	wh_ability_negative	-1	False	True	True	0	
33	positive	wh2_dlc09_item_abilities_hieratic_jar		False	False	False	0	0	0	0.5	24	0	0	0	24	True	0	0	False	0		wh_main_generic_hp_regen	wh_ability_positive	-1	False	True	True	0	
11	positive	wh2_dlc09_item_abilities_neferras_scrolls_of_mighty_incantations		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.08000001	6	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1	False	True	True	0	
33	positive	wh2_dlc09_item_abilities_staff_of_nagash		False	False	False	0	0	-30	0	0	0	0	-1	0	False	0.3	0	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1	False	True	True	0	
-1	positive	wh2_dlc09_item_passive_crown_of_nehekhara		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
17	positive	wh2_dlc09_item_passive_lucky_skullhelm		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all		45	False	True	True	0	
-1	positive	wh2_dlc09_item_passive_scorpion_armour		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
-1	negative	wh2_dlc09_item_passive_vambraces_of_the_sun		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
15	positive	wh2_dlc09_lord_abilities_the_liber_mortis		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh2_dlc09_ability_liber_mortis	-1	False	True	True	0	
-1	positive	wh2_dlc09_lord_passive_my_will_be_done		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
15	negative	wh2_dlc09_lord_passive_the_curse		False	False	False	0	0	0	1	0	0.18	6	18	0	False	0	0	False	0		wh2_dlc09_abilities_the_curse		-1	False	True	True	0	
7	positive	wh2_dlc09_lore_passive_the_restless_dead		False	False	False	0	0	0	0.5	4	0	0	-1	4	True	0	0	False	0				-1	False	True	True	0	
-1	negative	wh2_dlc09_quest_passive_full_hide		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	True	True	False	0	
25	positive	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	wh2_tmb_spell_nehekhara_djafs_incantation_of_cursed_blades	-1	False	True	False	0	
25	positive	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	wh2_tmb_spell_nehekhara_djafs_incantation_of_cursed_blades	-1	False	True	False	0	
18	positive	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	wh2_tmb_spell_nehekhara_nerus_incantation_of_protection	-1	False	True	False	0	
36	positive	wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_nerus_incantation_of_protection	wh2_tmb_spell_nehekhara_nerus_incantation_of_protection	-1	False	True	False	0	
32	positive	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	wh2_tmb_spell_nehekhara_ptras_incantation_of_righteous_smiting	-1	False	True	False	0	
32	positive	wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting_upgraded		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_ptras_incantation_of_righteous_smiting	wh2_tmb_spell_nehekhara_ptras_incantation_of_righteous_smiting	-1	False	True	False	0	
38	negative	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	-1	False	False	True	0	
38	negative	wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation_upgraded		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_usekhps_incantation_of_desiccation	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	-1	False	False	True	0	
24	negative	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance		False	False	False	0	0	0	1	0	0.18	6	18	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	wh2_tmb_spell_nehekhara_usirians_incantation_of_vengeance	-1	False	False	True	0	
24	negative	wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance_upgraded		False	False	False	0	0	0	1	0	0.18	6	18	0	False	0	0	False	0		wh2_dlc09_spell_nehekhara_usirians_incantation_of_vengeance	wh2_tmb_spell_nehekhara_usirians_incantation_of_vengeance	-1	False	False	True	0	
10	negative	wh2_dlc09_unit_contact_shieldbreaker		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	False	True	0	
-1	positive	wh2_dlc09_unit_passive_covenant_of_power		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	10	False	0				-1	False	True	True	0	
-1	positive	wh2_dlc09_unit_passive_guardian		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all		-1	False	True	True	0	
-1	positive	wh2_dlc09_unit_passive_spirit_conduit		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.06	0	False	0				-1	False	True	True	0	
47	negative	wh2_dlc09_unit_passive_unbinding_skeleton_warriors		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	-1	False	True	True	0	
57	negative	wh2_dlc09_unit_passive_unbinding_ushabti		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	-1	False	True	True	0	
-1	negative	wh2_dlc09_unit_passive_unstable_mark_ii_sand		False	False	False	0	0	0	0.2	0	1	72	5	0	False	0	0	False	0		wh2_dlc09_sand_crumble_II		-1	False	True	True	0	
-1	negative	wh2_dlc09_unit_passive_unstable_sand		False	False	False	0	0	0	1	0	1	12	1	0	False	0	0	False	0		wh2_dlc09_sand_crumble		-1	False	True	True	0	
44	negative	wh2_dlc09_weapon_abilities_blade_of_setep		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc09_abilities_blade_of_setep	wh2_dlc09_ability_tmb_negative	-1	False	True	True	0	
43	positive	wh2_dlc09_weapon_abilities_blessed_blade_of_ptra		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	10	wh_dlc06_unit_contact_blinded	wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True	0	
15	negative	wh2_dlc09_weapon_passive_the_liche_staff		False	False	False	0	0	15	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_generic_debuff_wom_banner		-1	False	True	True	0	
15	negative	wh2_dlc10_character_abilities_entangle		False	True	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_entangle_phase	wh_ability_negative	-1	False	True	True	0	
-1	positive	wh2_dlc10_hef_unit_passive_ability_guardian		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all		-1	False	True	False	0	
-1	positive	wh2_dlc10_hero_passive_quicksilver_shot		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
47	negative	wh2_dlc10_item_abilities_fear_of_aramar		False	False	False	0.18	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_debuff_morale	wh2_dlc10_ability_fear_of_aramar	-1	False	True	True	0	
44	positive	wh2_dlc10_item_abilities_speed_of_lykos		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_dlc09_army_abilities_sand_veil	wh2_dlc09_ability_sand_veil_one_shot	-1	False	True	True	0	
27	positive	wh2_dlc10_item_abilities_star_of_avelorn		False	False	False	0	0	0	0.5	20	0	0	0	20	False	0	0	False	0		wh2_dlc10_item_abilities_star_of_avelorn		-1	False	True	True	0	
40	positive	wh2_dlc10_item_abilities_stave_of_avelorn		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.3	0	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1	False	True	True	0	
50	negative	wh2_dlc10_item_abilities_the_amber_trance		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_morale	wh_ability_negative	-1	False	False	True	0	
50	positive	wh2_dlc10_item_abilities_the_amber_trance_miscast		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_morale		-1	False	True	False	0	
-1	positive	wh2_dlc10_item_passive_amulet_of_dark_fire		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_banner_of_avelorn		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.03	10	False	0				-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_dragon_slayers_fang		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_gate_keepers_belt		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_all_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_gate_keepers_helm		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_missile_passive		-1	False	True	True	0	
33	positive	wh2_dlc10_item_passive_ironbeards_bracers		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all		90	False	True	True	0	
-1	negative	wh2_dlc10_item_passive_ironbeards_ring		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_ironwardens_shield		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all_passive		-1	False	True	True	0	
-1	negative	wh2_dlc10_item_passive_old_guards_armour		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_old_guards_tankard		False	False	False	0	0	0	0.5	2	0	0	0	2	False	0	0	False	0		wh_main_generic_hp_regen_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_prospectors_spyglass		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_ring_of_vengeance		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_attack_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_shieldstone_of_isha		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_stone_of_midnight		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
-1	positive	wh2_dlc10_item_passive_the_shadow_crown		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
28	positive	wh2_dlc10_lord_abilities_gaze_of_khaine		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True	0	
47	positive	wh2_dlc10_lord_abilities_mislead		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_mislead_phase	wh2_dlc10_ability_mislead_caster	-1	False	True	False	0	
44	negative	wh2_dlc10_lord_abilities_oath_of_vengeance		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence	wh_ability_negative	-1	False	True	True	0	
35	positive	wh2_dlc10_lord_abilities_red_ruin		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True	0	
30	positive	wh2_dlc10_lord_passive_blood_frenzy_1		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_lord_phase_blood_frenzy_1	wh2_dlc10_lord_passive_blood_frenzy_1	-1	False	True	True	0	
30	positive	wh2_dlc10_lord_passive_blood_frenzy_2		False	False	False	-0.09	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_lord_phase_blood_frenzy_2	wh2_dlc10_lord_passive_blood_frenzy_2	-1	False	True	True	0	
30	positive	wh2_dlc10_lord_passive_blood_frenzy_3		False	False	False	-0.18	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_lord_phase_blood_frenzy_3	wh2_dlc10_lord_passive_blood_frenzy_3	-1	False	True	True	0	
-1	positive	wh2_dlc10_lord_passive_boon_of_isha		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	True	0				-1	False	True	True	0	
25	positive	wh2_dlc10_quest_abilities_insane_head		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_insane_head	wh2_dlc10_quest_abilitiy_insane_head	-1	False	True	True	0	
15	positive	wh2_dlc10_quest_abilities_regenerating_head		False	False	False	0	0	0	0.5	65	0	0	-1	65	False	0	0	False	0		wh_main_generic_hp_regen_passive		-1	False	False	True	0	
25	positive	wh2_dlc10_quest_abilities_regenerating_head_dummy		False	False	False	0	0	0	1	1	0	0	-1	1	False	0	0	False	0				-1	True	False	True	0	
15	positive	wh2_dlc10_quest_abilities_unidentified_hydra_head		False	False	False	0	0	0	1	30	0	0	-1	30	False	0	0	False	0		wh_main_generic_hp_regen_passive		-1	False	False	True	0	
-1	positive	wh2_dlc10_quest_passive_mother_of_flame		False	False	False	0	0	0	0.5	24	0	0	0	24	False	0	0	False	0	wh_dlc06_unit_contact_flammable	wh2_dlc10_motherofflame	wh_main_spell_fire_cascading_fire_cloak	-1	False	True	False	0	
45	positive	wh2_dlc10_quest_passive_primal_rage_i		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_dlc08_ability_passive_rage	-1	False	True	True	0	
45	positive	wh2_dlc10_quest_passive_primal_rage_ii		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_dlc08_ability_passive_rage	-1	False	True	True	0	
45	positive	wh2_dlc10_quest_passive_primal_rage_iii		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_dlc08_ability_passive_rage	-1	False	True	True	0	
45	positive	wh2_dlc10_quest_passive_primal_rampage_i		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_primalrampage1		-1	False	True	True	0	
-1	negative	wh2_dlc10_quest_passive_primal_rampage_i_hidden		False	False	False	0	0	0	1	0	0.5	45	2	0	False	0	0	False	0		wh_dlc03_spell_wild_devolve		-1	False	False	True	0	
45	positive	wh2_dlc10_quest_passive_primal_rampage_ii		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_primalrampage2		-1	False	True	True	0	
45	negative	wh2_dlc10_quest_passive_primal_rampage_ii_hidden		False	False	False	0	0	0	1	0	0.5	45	2	0	False	0	0	False	0		wh_dlc03_spell_wild_devolve		-1	False	False	True	0	
45	positive	wh2_dlc10_quest_passive_primal_rampage_iii		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_primalrampage3		-1	False	True	True	0	
45	negative	wh2_dlc10_quest_passive_primal_rampage_iii_hidden		False	False	False	0	0	0	1	0	0.5	80	2	0	False	0	0	False	0		wh_dlc03_spell_wild_devolve		-1	False	False	True	0	
2	positive	wh2_dlc10_quest_passive_the_rats_overwhelm	rebirth	False	False	False	0	0	0	0.5	2	0	0	-1	2	False	0	0	False	0				-1	False	True	True	0	
-1	negative	wh2_dlc10_unit_passive_abyssal_howl		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence_attack_morale_passive	wh2_dlc10_ability_abyssal_howl	-1	False	True	True	0	
15	positive	wh2_dlc10_unit_passive_the_trial_of_blades		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
47	negative	wh2_dlc10_unit_passive_unbinding_alith_anar_1		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0			wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	-1	False	True	True	0	
-1	negative	wh2_dlc10_unit_passive_unbinding_alith_anar_2		False	False	False	0	0	0	1	0	1	10000	1	0	False	0	0	False	0			wh2_dlc13_ability_summon_unbinding_generic_small_phase_02	-1	False	True	True	0	
-1	positive	wh2_dlc10_unit_passive_unbreakable_hidden		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	True	True	True	0	
-1	positive	wh2_dlc10_weapon_passive_dragon_slayers_axe		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
-1	positive	wh2_dlc10_weapon_passive_ironwardens_hammer		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_generic_buff_speed_passive		-1	False	True	True	0	
60	positive	wh2_dlc10_weapon_passive_shadow_of_khaine		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc10_weapon_abilities_shadow_of_khaine		-1	False	True	True	0	
10	negative	wh2_dlc10_weapon_passive_the_cursed_blade		False	False	False	0	0	0	11	0	1	144	1	0	False	0	0	False	0		wh_main_generic_hp_damage_passive		-1	False	True	True	0	
30	positive	wh2_dlc11_army_abilities_shanty_verse_1		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc11_army_abilities_shanty_verse_1	wh2_dlc11_ability_shanty_verse_01	-1	False	True	True	0	
30	positive	wh2_dlc11_army_abilities_shanty_verse_2		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc11_army_abilities_shanty_verse_2	wh2_dlc11_ability_shanty_verse_02	-1	False	True	True	0	
30	positive	wh2_dlc11_army_abilities_shanty_verse_3		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_dlc11_army_abilities_shanty_verse_3	wh2_dlc11_ability_shanty_verse_03	-1	False	True	True	0	
20	positive	wh2_dlc11_character_abilities_all_hands_hoay		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale	wh_ability_positive	-1	False	True	True	0	
14	positive	wh2_dlc11_character_abilities_avast_ye		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale	wh_ability_positive	-1	False	True	True	0	
32	positive	wh2_dlc11_character_abilities_ballistic_enchantment		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True	0	
12	negative	wh2_dlc11_character_abilities_cackle_fruit		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	False	True	0	
32	negative	wh2_dlc11_character_abilities_hornswaggle		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence	wh2_dlc11_ability_cst_negative_aoe	-1	False	True	True	0	
12	negative	wh2_dlc11_character_abilities_pyromaniac		False	False	False	0	0	0	1	0	1	10	8	0	False	0	0	False	0				-1	False	False	True	0	
17	negative	wh2_dlc11_character_abilities_taunt		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence	wh2_dlc11_ability_cst_negative_aoe	-1	False	True	True	0	
4	negative	wh2_dlc11_hero_abilities_bomb_throw		False	False	False	0	0	0	1	0	1	10	8	0	False	0	0	False	0				-1	False	True	True	0	
10	positive	wh2_dlc11_hero_abilities_more_powder		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True	0.3	
-1	positive	wh2_dlc11_hero_passive_dead_eyes		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True	0	
15	positive	wh2_dlc11_item_abilities_moonshine		False	False	False	0	0	0	0.5	24	0	0	0	24	False	0	0	False	0		wh_main_generic_buff_defence_banner	wh_ability_positive_banner	-1	False	True	True	0	
