unit_set_to_unit_junctions_tables
0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
False				wh_dlc15_grn_mon_arachnarok_spider_waaagh_0	all_units_excluding_terror
True				wh_main_chs_cha_lord_of_change_0	all_units_excluding_terror
True				wh_main_chs_mon_giant	all_units_excluding_terror
True				wh_main_emp_cha_general_3	all_units_excluding_terror
True				wh_main_emp_cha_karl_franz_1	all_units_excluding_terror
True				wh_main_emp_veh_steam_tank	all_units_excluding_terror
False				wh_main_grn_cha_azhag_the_slaughterer_1	all_units_excluding_terror
False				wh_main_grn_cha_orc_warboss_1	all_units_excluding_terror
False				wh_main_grn_mon_arachnarok_spider_0	all_units_excluding_terror
False				wh_main_grn_mon_giant	all_units_excluding_terror
False				wh_main_grn_mon_giant_qb_tall_roff	all_units_excluding_terror
False				wh_main_vmp_cav_hexwraiths	all_units_excluding_terror
False				wh_main_vmp_inf_cairn_wraiths	all_units_excluding_terror
False				wh_main_vmp_mon_terrorgheist	all_units_excluding_terror
False				wh_main_vmp_mon_varghulf	all_units_excluding_terror
False				wh_pro04_bst_inf_cygor_ror_0	all_units_excluding_terror
False			art_fix		all_units
False			art_fld		all_units
False			art_siege		all_units
False			cav_mel		all_units
False			cav_mis		all_units
False			cav_shk		all_units
False			chariot		all_units
False			com		all_units
False			elph		all_units
False			inf_mel		all_units
False			inf_mis		all_units
False			inf_pik		all_units
False			inf_spr		all_units
False			shp_art		all_units
False			shp_mel		all_units
False			shp_mis		all_units
False			shp_trn		all_units
False			spcl		all_units
False			art_fix		artillery_units
False			art_fld		artillery_units
False			art_siege		artillery_units
False			shp_art		artillery_units
False				wh2_main_def_cha_dreadlord_0_black_ark	black_ark
False				wh_main_brt_shp_galleon	bodyguard_units_admirals
False				wh_main_brt_shp_galleon_general	bodyguard_units_admirals
False				wh_main_chs_shp_bloodship	bodyguard_units_admirals
False				wh_main_chs_shp_bloodship_general	bodyguard_units_admirals
False				wh_main_dwf_shp_dreadnaught	bodyguard_units_admirals
False				wh_main_dwf_shp_dreadnaught_general	bodyguard_units_admirals
False				wh_main_emp_shp_greatship_general	bodyguard_units_admirals
False				wh_main_grn_shp_hulk	bodyguard_units_admirals
False				wh_main_grn_shp_hulk_general	bodyguard_units_admirals
False				wh_main_ksl_shp_greatship	bodyguard_units_admirals
False				wh_main_ksl_shp_greatship_general	bodyguard_units_admirals
False				wh_main_nor_shp_bloodship	bodyguard_units_admirals
False				wh_main_nor_shp_bloodship_general	bodyguard_units_admirals
False				wh_main_teb_shp_greatship	bodyguard_units_admirals
False				wh_main_teb_shp_greatship_general	bodyguard_units_admirals
False				wh_main_vmp_shp_griefship	bodyguard_units_admirals
False				wh_main_vmp_shp_griefship_general	bodyguard_units_admirals
False			com		bodyguard_units_generals
False				wh_main_brt_cav_mounted_yeomen_1	brt_bow_cav
False				wh_pro04_brt_cav_mounted_yeomen_ror_0	brt_bow_cav
False				wh_dlc07_brt_inf_peasant_bowmen_1	brt_bow_inf
False				wh_dlc07_brt_inf_peasant_bowmen_2	brt_bow_inf
False				wh_main_brt_inf_peasant_bowmen	brt_bow_inf
False				wh_dlc07_brt_cav_grail_guardians_0	brt_horse_knights
False				wh_dlc07_brt_cav_knights_errant_0	brt_horse_knights
False				wh_dlc07_brt_cav_questing_knights_0	brt_horse_knights
False				wh_main_brt_cav_grail_knights	brt_horse_knights
False				wh_main_brt_cav_knights_of_the_realm	brt_horse_knights
False				wh_pro04_brt_cav_knights_errant_ror_0	brt_horse_knights
False				wh_pro04_brt_cav_knights_of_the_realm_ror_0	brt_horse_knights
False				wh_pro04_brt_cav_questing_knights_ror_0	brt_horse_knights
False				wh_dlc07_brt_cav_grail_guardians_0	brt_knights
False				wh_dlc07_brt_cav_knights_errant_0	brt_knights
False				wh_dlc07_brt_cav_questing_knights_0	brt_knights
False				wh_dlc07_brt_cav_royal_hippogryph_knights_0	brt_knights
False				wh_dlc07_brt_cav_royal_pegasus_knights_0	brt_knights
False				wh_main_brt_cav_grail_knights	brt_knights
False				wh_main_brt_cav_knights_of_the_realm	brt_knights
False				wh_main_brt_cav_pegasus_knights	brt_knights
False				wh_pro04_brt_cav_knights_errant_ror_0	brt_knights
False				wh_pro04_brt_cav_knights_of_the_realm_ror_0	brt_knights
False				wh_pro04_brt_cav_questing_knights_ror_0	brt_knights
False				wh_dlc07_brt_cav_royal_hippogryph_knights_0	brt_monster_knights
False				wh_dlc07_brt_cav_royal_pegasus_knights_0	brt_monster_knights
False				wh_main_brt_cav_pegasus_knights	brt_monster_knights
False				wh_main_brt_inf_men_at_arms	brt_polearms
False				wh_dlc07_brt_inf_grail_reliquae_0	brt_reliquae
False				wh_main_brt_cav_mounted_yeomen_0	brt_spear_cav
False				wh_dlc07_brt_inf_spearmen_at_arms_1	brt_spear_inf
False				wh_main_brt_inf_spearmen_at_arms	brt_spear_inf
False				wh_main_brt_cav_mounted_yeomen_0	brt_squires_yeomen
False				wh_main_brt_cav_mounted_yeomen_1	brt_squires_yeomen
False				wh_pro04_brt_cav_mounted_yeomen_ror_0	brt_squires_yeomen
False				wh_dlc07_brt_inf_battle_pilgrims_0	brt_sword_inf
False				wh_dlc07_brt_inf_foot_squires_0	brt_sword_inf
False				wh_dlc07_brt_inf_men_at_arms_1	brt_sword_inf
False				wh_dlc07_brt_inf_men_at_arms_2	brt_sword_inf
False				wh_pro04_brt_inf_battle_pilgrims_ror_0	brt_sword_inf
False				wh_pro04_brt_inf_foot_squires_ror_0	brt_sword_inf
False				wh_dlc07_brt_art_blessed_field_trebuchet_0	brt_trebuchets
False				wh_main_brt_art_field_trebuchet	brt_trebuchets
False				wh_dlc03_bst_inf_bestigor_herd_0	bst_dlc03_bestigors
False				wh_pro04_bst_inf_bestigor_herd_ror_0	bst_dlc03_bestigors
False				wh_dlc03_bst_inf_centigors_0	bst_dlc03_centigors
False				wh_dlc03_bst_inf_centigors_1	bst_dlc03_centigors
False				wh_dlc03_bst_inf_centigors_2	bst_dlc03_centigors
False				wh_pro04_bst_inf_centigors_ror_0	bst_dlc03_centigors
False				wh_dlc03_bst_inf_chaos_warhounds_0	bst_dlc03_chaos_warhounds
False				wh_dlc03_bst_inf_chaos_warhounds_1	bst_dlc03_chaos_warhounds
False				wh_dlc03_bst_cha_beastlord_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_beastlord_1	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_beasts_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_beasts_1	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_death_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_death_1	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_shadows_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_shadows_1	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_wild_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_bray_shaman_wild_1	bst_dlc03_characters
False				wh_dlc03_bst_cha_gorebull_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_graktar_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_khazrak_one_eye_0	bst_dlc03_characters
False				wh_dlc03_bst_cha_khazrak_one_eye_1	bst_dlc03_characters
False				wh_dlc03_bst_cha_malagor_the_dark_omen_0	bst_dlc03_characters
False				wh_dlc05_bst_cha_morghur_0	bst_dlc03_characters
False				wh_dlc03_bst_inf_cygor_0	bst_dlc03_cygors
False				wh_pro04_bst_inf_cygor_ror_0	bst_dlc03_cygors
False				wh_dlc03_bst_inf_gor_herd_0	bst_dlc03_gors
False				wh_dlc03_bst_inf_gor_herd_1	bst_dlc03_gors
False				wh_pro04_bst_inf_gor_herd_ror_0	bst_dlc03_gors
False				wh_dlc03_bst_cha_khazrak_one_eye_0	bst_dlc03_khazrak
False				wh_dlc03_bst_cha_khazrak_one_eye_1	bst_dlc03_khazrak
False				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_melee_infantry_tier_1
False				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_melee_infantry_tier_1
False				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_melee_infantry_tier_1
False				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_melee_infantry_tier_1
False				wh_dlc03_bst_inf_bestigor_herd_0	bst_dlc03_melee_infantry_tier_2
False				wh_dlc03_bst_inf_gor_herd_0	bst_dlc03_melee_infantry_tier_2
False				wh_dlc03_bst_inf_gor_herd_1	bst_dlc03_melee_infantry_tier_2
False				wh_pro04_bst_inf_bestigor_herd_ror_0	bst_dlc03_melee_infantry_tier_2
False				wh_pro04_bst_inf_gor_herd_ror_0	bst_dlc03_melee_infantry_tier_2
False				wh_dlc03_bst_inf_minotaurs_0	bst_dlc03_minotaurs
False				wh_dlc03_bst_inf_minotaurs_1	bst_dlc03_minotaurs
False				wh_dlc03_bst_inf_minotaurs_2	bst_dlc03_minotaurs
False				wh_pro04_bst_inf_minotaurs_ror_0	bst_dlc03_minotaurs
False				wh_dlc03_bst_cav_razorgor_chariot_0	bst_dlc03_razgors_chariots
False				wh_dlc03_bst_inf_razorgor_herd_0	bst_dlc03_razgors_chariots
False				wh_dlc03_bst_inf_razorgor_herd_0	bst_dlc03_razorgors
False				wh_dlc03_bst_inf_centigors_0	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_centigors_1	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_centigors_2	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_ungor_raiders_0	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_ungors_centigors
False				wh_pro04_bst_inf_centigors_ror_0	bst_dlc03_ungors_centigors
False				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_ungors_centigors
False				wh_dlc03_bst_inf_gor_herd_0	bst_dlc03_ungors_gors
False				wh_dlc03_bst_inf_gor_herd_1	bst_dlc03_ungors_gors
False				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_ungors_gors
False				wh_dlc03_bst_inf_ungor_raiders_0	bst_dlc03_ungors_gors
False				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_ungors_gors
False				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_ungors_gors
False				wh_pro04_bst_inf_gor_herd_ror_0	bst_dlc03_ungors_gors
False				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_ungors_gors
False				wh_dlc03_bst_inf_ungor_herd_1	bst_dlc03_ungors
False				wh_dlc03_bst_inf_ungor_raiders_0	bst_dlc03_ungors
False				wh_dlc03_bst_inf_ungor_spearmen_0	bst_dlc03_ungors
False				wh_dlc03_bst_inf_ungor_spearmen_1	bst_dlc03_ungors
False				wh_pro04_bst_inf_ungor_spearmen_ror_0	bst_dlc03_ungors
False				wh_dlc03_bst_mon_giant_0	bst_giants
False				wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply	cavalry_and_monsters_knights
False				wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply	cavalry_and_monsters_knights
False				wh2_dlc13_emp_cav_empire_knights_imperial_supply	cavalry_and_monsters_knights
False				wh2_dlc13_emp_cav_empire_knights_ror_0	cavalry_and_monsters_knights
False				wh2_dlc13_emp_cav_empire_knights_ror_1	cavalry_and_monsters_knights
False				wh2_dlc13_emp_cav_empire_knights_ror_2	cavalry_and_monsters_knights
False				wh2_dlc13_emp_cav_reiksguard_imperial_supply	cavalry_and_monsters_knights
False				wh_dlc04_emp_cav_knights_blazing_sun_0	cavalry_and_monsters_knights
False				wh_dlc04_emp_cav_royal_altdorf_gryphites_0	cavalry_and_monsters_knights
False				wh_dlc04_emp_cav_zintlers_reiksguard_0	cavalry_and_monsters_knights
False				wh_dlc04_vmp_cav_vereks_reavers_0	cavalry_and_monsters_knights
False				wh_main_brt_cav_grail_knights	cavalry_and_monsters_knights
False				wh_main_brt_cav_knights_of_the_realm	cavalry_and_monsters_knights
False				wh_main_brt_cav_pegasus_knights	cavalry_and_monsters_knights
False				wh_main_chs_cav_chaos_knights_0	cavalry_and_monsters_knights
False				wh_main_chs_cav_chaos_knights_1	cavalry_and_monsters_knights
False				wh_main_emp_cav_demigryph_knights_0	cavalry_and_monsters_knights
False				wh_main_emp_cav_demigryph_knights_1	cavalry_and_monsters_knights
False				wh_main_emp_cav_empire_knights	cavalry_and_monsters_knights
False				wh_main_emp_cav_reiksguard	cavalry_and_monsters_knights
False				wh_main_vmp_cav_black_knights_0	cavalry_and_monsters_knights
False				wh_main_vmp_cav_black_knights_3	cavalry_and_monsters_knights
False				wh_pro04_brt_cav_knights_of_the_realm_ror_0	cavalry_and_monsters_knights
False				wh_pro04_chs_cav_chaos_knights_ror_0	cavalry_and_monsters_knights
False	monstrous_cavalry				cavalry_monstrous
False	melee_cavalry				cavalry_units
False	missile_cavalry				cavalry_units
False	monstrous_cavalry				cavalry_units
False	hero				characters
False	lord				characters
False			chariot		chariots
False				wh_dlc01_chs_cav_gorebeast_chariot	chs_all
False				wh_dlc01_chs_cha_chaos_lord_10	chs_all
False				wh_dlc01_chs_cha_chaos_lord_2	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	chs_all
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	chs_all
